CPT_Code,CPT_Label
36823,"Insertion of arterial and venous cannula(s) for isolated extracorporeal circulation including regional chemotherapy perfusion to an extremity, with or without hyperthermia, with removal of cannula(s) and repair of arteriotomy and venotomy sites"
0126T,Common carotid intima-media thickness (IMT) study for evaluation of atherosclerotic burden or coronary heart disease risk factor assessment
64495,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; third and any additional level(s) (List separately in addition to code for primary procedure)"
47542,"Balloon dilation of biliary duct(s) or of ampulla (sphincteroplasty), percutaneous, including imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation, each duct (List separately in addition to code for primary procedure)"
97170,"Athletic training evaluation, moderate complexity, requiring these components: A medical history and physical activity profile with 1-2 comorbidities that affect physical activity; An examination of affected body area and other symptomatic or related systems addressing a total of 3 or more elements from any of the following: body structures, physical activity, and/or participation deficiencies; and Clinical decision making of moderate complexity using standardized patient assessment instrument and/or measurable assessment of functional outcome. Typically, 30 minutes are spent face-to-face with the patient and/or family."
29861,"Arthroscopy, hip, surgical; with removal of loose body or foreign body"
88140,"Sex chromatin identification; peripheral blood smear, polymorphonuclear drumsticks"
43840,"Gastrorrhaphy, suture of perforated duodenal or gastric ulcer, wound, or injury"
86703,"Antibody; HIV-1 and HIV-2, single result"
1027855,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method"
87808,Infectious agent antigen detection by immunoassay with direct optical observation; Trichomonas vaginalis
35870,Repair of graft-enteric fistula
61521,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; midline tumor at base of skull"
72193,"Computed tomography, pelvis; with contrast material(s)"
1009413,"Costovertebral approach with decompression of spinal cord or nerve root(s) (eg, herniated intervertebral disc), thoracic"
20245,"Biopsy, bone, open; deep (eg, humeral shaft, ischium, femoral shaft)"
88371,"Protein analysis of tissue by Western Blot, with interpretation and report"
30435,"Rhinoplasty, secondary; intermediate revision (bony work with osteotomies)"
1005175,"Excision, tumor, soft tissue of leg or ankle area, subcutaneous"
21632,Radical resection of sternum; with mediastinal lymphadenectomy
62230,"Replacement or revision of cerebrospinal fluid shunt, obstructed valve, or distal catheter in shunt system"
61050,Cisternal or lateral cervical (C1-C2) puncture; without injection (separate procedure)
77499,"Unlisted procedure, therapeutic radiology treatment management"
70549,"Magnetic resonance angiography, neck; without contrast material(s), followed by contrast material(s) and further sequences"
77075,"Radiologic examination, osseous survey; complete (axial and appendicular skeleton)"
15775,Punch graft for hair transplant; 1 to 15 punch grafts
92593,Hearing aid check; binaural
83987,pH; exhaled breath condensate
99236,"Observation or inpatient hospital care, for the evaluation and management of a patient including admission and discharge on the same date, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually the presenting problem(s) requiring admission are of high severity. Typically, 55 minutes are spent at the bedside and on the patient's hospital floor or unit."
1013282,Professional services for allergen immunotherapy not including provision of allergenic extracts
1007395,Gastrojejunostomy
31290,"Nasal/sinus endoscopy, surgical, with repair of cerebrospinal fluid leak; ethmoid region"
1019313,"Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator)"
50782,Ureteroneocystostomy; anastomosis of duplicated ureter to bladder
33782,"Aortic root translocation with ventricular septal defect and pulmonary stenosis repair (ie, Nikaidoh procedure); without coronary ostium reimplantation"
81109,"Human Platelet Antigen 5 genotyping (HPA-5), ITGA2 (integrin, alpha 2 [CD49B, alpha 2 subunit of VLA-2 receptor] [GPIa]) (eg, neonatal alloimmune thrombocytopenia [NAIT], post-transfusion purpura), gene analysis, common variant (eg, HPA-5a/b [K505E])"
1006975,Repair Procedures on the Lips
21453,Closed treatment of mandibular fracture with interdental fixation
1007463,"Colectomy, total, abdominal, without proctectomy"
93010,"Electrocardiogram, routine ECG with at least 12 leads; interpretation and report only"
76010,"Radiologic examination from nose to rectum for foreign body, single view, child"
1005341,Synovectomy
77,Repeat Procedure by Another Physician or Other Qualified Health Care Professional
92560,Bekesy audiometry; screening
1018165,Other Procedures of the Lacrimal System
30130,"Excision inferior turbinate, partial or complete, any method"
43335,"Repair, paraesophageal hiatal hernia (including fundoplication), via thoracotomy, except neonatal; with implantation of mesh or other prosthesis"
0518F,Falls plan of care documented (GER)
80434,Insulin tolerance panel; for ACTH insufficiency This panel must include the following: Cortisol (82533 x 5) Glucose (82947 x 5)
42660,"Dilation and catheterization of salivary duct, with or without injection"
E3,"Upper right, eyelid"
25660,"Closed treatment of radiocarpal or intercarpal dislocation, 1 or more bones, with manipulation"
1014984,Nature of Presenting Problem
64787,Implantation of nerve end into bone or muscle (List separately in addition to neuroma excision)
1011880,Antibody identification
94015,"Patient-initiated spirometric recording per 30-day period of time; recording (includes hook-up, reinforced education, data transmission, data capture, trend analysis, and periodic recalibration)"
1013819,Care Plan Oversight Services
31610,"Tracheostomy, fenestration procedure with skin flaps"
22101,"Partial excision of posterior vertebral component (eg, spinous process, lamina or facet) for intrinsic bony lesion, single vertebral segment; thoracic"
21345,"Closed treatment of nasomaxillary complex fracture (LeFort II type), with interdental wire fixation or fixation of denture or splint"
29879,"Arthroscopy, knee, surgical; abrasion arthroplasty (includes chondroplasty where necessary) or multiple drilling or microfracture"
3475F,"Disease prognosis for rheumatoid arthritis assessed, poor prognosis documented (RA)"
76965,Ultrasonic guidance for interstitial radioelement application
81208,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; other breakpoint, qualitative or quantitative"
1003391,Autografts/Tissue Cultured Autograft
28295,"Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with proximal metatarsal osteotomy, any method"
61539,"Craniotomy with elevation of bone flap; for lobectomy, other than temporal lobe, partial or total, with electrocorticography during surgery"
SE,State and/or federally-funded programs/services
90393,"Vaccinia immune globulin, human, for intramuscular use"
97036,"Application of a modality to 1 or more areas; Hubbard tank, each 15 minutes"
25274,"Repair, tendon or muscle, extensor, forearm and/or wrist; secondary, with free graft (includes obtaining graft), each tendon or muscle"
QH,Oxygen conserving device is being used with an oxygen delivery system
80203,Zonisamide
1029965,Endovascular Ablation Therapy of Incompetent Extremity Veins
51590,"Cystectomy, complete, with ureteroileal conduit or sigmoid bladder, including intestine anastomosis"
87153,"Culture, typing; identification by nucleic acid sequencing method, each isolate (eg, sequencing of the 16S rRNA gene)"
0480T,"Fractional ablative laser fenestration of burn and traumatic scars for functional improvement; each additional 100 cm2, or each additional 1% of body surface area of infants and children, or part thereof (List separately in addition to code for primary procedure)"
1012190,"Smear, primary source with interpretation"
1014405,Category III Codes
1022222,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy with end plate preparation (includes osteophytectomy for nerve root or spinal cord decompression and microdissection)"
54400,Insertion of penile prosthesis; non-inflatable (semi-rigid)
